sentence,hate,category
11963 7138 246 14576 3271 10746 48 14437 5702 9938 10532 9049 14997 10241 9089 14051 10005 8523 3043 7138 538 12807 13529 12128 7559 10570 5513 13282 14227 11138 12489,1,sports
11271 12995 3768 246 4768,1,religion
10245 600 8428 15673 9280 11802 9404,1,entertainment
5289 1361 5648 5466 783 14055 12147,0,"Meme, TikTok and others"
6512 5608 3777,1,"Meme, TikTok and others"
11150 1819 13996 13990 6171 7648,1,religion
13496 8496 939 8496 6835 7458 464,1,politics
6512 1772 10559 15739 10385 8695 849 14636 3942,1,"Meme, TikTok and others"
14607 10036 11644 11028 8695 12322 5057,1,politics
8989 11731 15868 2419 14859 7683,0,crime
318 3256 11588 14433 13047 318 4438 13616 5069 6723 8384 15104 689 4438 8939 15874 15068 11510 8670 2800 15068,0,religion
11543 14724 15597 1104 12470 11093 4840 7931 11644 425 1198 4425 7843 12470 1198 12695 15821 12322 373,0,religion
9020 15952 8734 12118 7187 11093,1,"Meme, TikTok and others"
11376 12798 7230 13047 650,1,sports
473 640 7570 4791 13719 15096 3006 741 6426 12615 15833,0,politics
13387 7428 26,1,"Meme, TikTok and others"
2801 1819 7206,0,"Meme, TikTok and others"
9757 7138 676 2070 1429 12549 6843 14991 15583 4396 3274 9950,1,"Meme, TikTok and others"
8410 3706 14072 15924 1156 8993 13134 10336,1,crime
10739 13789,0,sports
2729 7751 1178 12997 6280 5282 24 7938 7570 11763 10051 2540 12076 7519 2628 11277 831 7519 9638 11062 13829 11607 831 1026 7772 5282 6474 5904 2729 15085 3272 1938 3272,0,celebrity
11653 15603 15836 12918 7282,1,religion
11161 2357 9661 10570 13047 11727,1,entertainment
1429 6571 13210 7547 8054 2622 1429 6717 9742 7030 7570 7119 1429 1641 10570 1562 11193 13460 14128 10918 8054 11150 9963 11059 3942,1,"Meme, TikTok and others"
11030 11912 8199,0,crime
14822 12397 11270 1040,1,politics
2636 7078 14925 2357,0,crime
7490 2445 15957 6474 199,0,politics
1069 12756 12756 1951,0,entertainment
6171 10975 9130 14575 1156,0,crime
6158 10005 3313 5956 10532 12693,1,religion
7401 5961,1,politics
1753 14861 758 2049 11785 6284 13496 2419 8240 13086 15161 10187 14827 10089 6679 46 12482 741 7012,1,crime
9849 15721,1,entertainment
13000 13283 9613 11656 15215 9284,1,entertainment
11693 10463 140 3205 741 3253 4369 8848 3253 12662 8848 8270 3322 13991 4403 12757 8039 3253 4532 12078 9128 12075 266 11044 3854 9150 9378 2256 9407 6713 14187,0,politics
4289 9621 1658 12791 4887 111 11069 7074 15952 14676 9660 11644 11871 8695 1311 9884 5157 14914 14914 9660,1,crime
8305 1658 2326 11709 5069 6608 10163 5931 11624 392 7169 7669 10163 4242 8305 14 392 8305 14214,1,entertainment
7837 5827 8054 7356 7615,1,"Meme, TikTok and others"
5746 15872 15004 12342 831 14440 430,1,entertainment
10022 3934 10022 9398,0,crime
8516 15095 10724 12780,0,"Meme, TikTok and others"
9167,0,politics
11849 6540 12855 9301,0,politics
1971 2882 9403 8689 6474 15673 261 1429,1,religion
4527 7078,1,"Meme, TikTok and others"
26 4595,1,crime
5002 10993 3869 10085 1591 2665 10719 15721 978 8414 15721,1,entertainment
15397 7905 854 3375 4164 15782 15640 11186 10394 13099 9217,0,politics
13012 12613,0,entertainment
14986 3282 4601 1026 6474 14844 11794 6238 15600 15830 4601,0,celebrity
8977 14636,1,celebrity
5140 8143 7791 6492,1,religion
9136 4443,1,religion
939 8585 6829 3539 9334 3266 10419 10486 7231 6937 8348 10419 2290 4012 7927 10360 5330 199 2146 7343 3127 8089 11762 4895 9954 3843 939 1269 2500 7590 12586 14329 6458 11018 847 14893 5080 8040 14886 9051 5323 2281 13240 12807 2615 14067 1976 3843 10337 2882 1269 8764 539 13673 7667,1,celebrity
1339 5596 6323 1591 10815 3937 3092 15448 12796 6839 3970 15448 15096 13421 13421 7606 8548 15378 13421 6245 3186 11607 14079 11458 6152 14793 4794,0,celebrity
14607 13047 26,1,"Meme, TikTok and others"
13779 9435 5501 4158,1,"Meme, TikTok and others"
3780 607 2357 9092 148 13616 13616 8100 3759,1,entertainment
10221 4493,1,sports
14077 13312 11458 10926,1,politics
3902 14093 659,1,celebrity
7667 10944 9367 11377,1,celebrity
1019 1755 8054 5775 1184,1,sports
9467 7448 7890,1,crime
9521 71 10568 2506 7962 10784 9381,0,religion
11143 5583 8249 9649 11030 11094 12817,0,celebrity
14440 26 15712 3717 15241 5599 761 1746 6430,1,politics
13312 15252 5156 14982 1520 9362 11333 7655 4257 620 4405,0,politics
11164 4951 6915 7868 5731 7031 7570,1,crime
2726 6492 13692 6492 5128 1844 4469 14383 4138 15745 4014 1826 8621,0,celebrity
1026 11791 9256 1026,1,celebrity
1361 369 324 549 6766,1,"Meme, TikTok and others"
1429 1819 9782 14623 8052 5827 3253 7570 7138 1069 6639 12055,0,religion
12488,0,entertainment
5069 13047 11150 1819,1,religion
2207 3043 967 3379,1,sports
7078 14724 7078 9089 4154 14635 3364 14981 10437 1758 699 6640 3938 12654 12852 7182 5106 9470 9092 15981 11215 278 15062,0,entertainment
1429 2474 7570 8398 8469,0,sports
15555 7223 13640 3748 4097 7962 1482 3835 13047 6625 3835 13396,1,religion
5101 2651 11392,1,politics
15247 8669 15913,1,crime
26 320 15096 8054 1819 8272 9786,1,crime
12395 12654,1,celebrity
9010 831 2894 2318 14479 9979,0,religion
4308 741 14741,0,politics
5500 9938 11322 831,0,sports
6878 13524 11512 15887 8190 9155 13047 15597 773 10336 3564 3564 12855 1999 6474 4230 15764 6701,1,crime
15934 976 4090 11575 11735 2139 4300 7478 12225 2942 1269 14436 15894 13339 5388 5978 14169 8249 3548 4983 15137 13632 9349,0,entertainment
7560 9149 1775 14378 2122 6868 6630 6444 2815 14981,0,celebrity
566 6865 607,0,"Meme, TikTok and others"
14826 6843 1958 3781 7615,1,sports
13395 7655 1629 11947,1,crime
11537 15788 7391 13028 10031 9043 11030 2667 9345 9561 4893 14635 14103 13504 14836 9695 13346 3502 1573 14925 14055 3934 8883 323,0,crime
15668 12949 3952 831 1156,0,crime
3043 3454 5139,1,religion
7500 3869 10078 971 13218,0,politics
26 1429 1131 1131 7791 5057,1,sports
3865 5683 9256,1,sports
11058 7272 15477 10415 1587 1958 5224 6592 2990 9150 324 6632 10486 1514 882 2268 13192 10269 8079 4055 9944 11706 699 5565 9409 11242 2138 14522 8406 324 2626 2328 5798,0,"Meme, TikTok and others"
11044 6607,1,religion
13871 1156 10414 11684 26,1,crime
11458 2067 13125 3777 15242 12897 11044 11280 11488 14 9115 5732 10060 8490 8287 11661 5533 10676 14408 1291 13399 12968 12611 2055 2067 13125 1483 3071 6969 5771 1483 14205 15118 6860 1043 2729,0,celebrity
15902 9485 14187 4770 1026 1891,0,celebrity
6457 8856 10690 10005 8827,1,sports
3739 8550 2779 5403 6540 9601 7998 3589 2584 9185,0,crime
11150 3968 458 10060 11343 12413 8815 13164 1394 9863 13192 11794 3565 13839,1,entertainment
15836 4406 6843 549,1,"Meme, TikTok and others"
7905 4446 4256 15 970 1275 7230 2148 340 10474 928 970 10995 7570 580 9587,0,entertainment
4075 5407 1487 1583 13070 13075 15448 8197 12746 5966 8651 1194 12711 6831 11673 14657 4355 1628 10338 11360 1220 3519 1580 13811 6653 6831 2686 11162 6002 3007 5850,0,celebrity
8757 11874 8942 290,1,entertainment
2115 4639 14187 8249 12474 15792 1790,0,crime
4597 11044 622 6540 7341 10995 10995 13346 11687 8017 14508 610,0,"Meme, TikTok and others"
11842 15103 11693 6673 3629 15814 4770 4986 1919 7900,0,entertainment
1429 15312 7230 411,0,religion
2828 15760 9863 1790 170 12841 5522 1362 3043 9951 1275 3502 7957 1790 7028 10665 6831 1790 12803 1419 6831 1790,1,religion
11495 6714 9596 5415,0,"Meme, TikTok and others"
3865 6026 12118 14648 5788,0,sports
170 6727 10426 13773 12723 7780,0,religion
11376 5577 1044 8756 13047 2235 1145 1238 4910 1801,0,sports
15169 14836 7570 545 530 14326 1429 15892 1342 11268 11693 7231 3453 1429 11458 11660 8585 1429 11458 11693 8350 4428 1429 11268 1429 741 14289 2501 509,1,politics
14837 14394 12322 15525 8125,0,sports
11376 11150 10416 4542 464 11376 11693 3606,1,sports
826 12857 193 6405 15603 11030 193,1,"Meme, TikTok and others"
14838 4102 2961 9485 10944 7667 7713 13056 4919 4473 5579 11087 13343 9797 5180 11802 2541 3322 3566 9520 14389 6540 6540 13853 9311 486 2204 11393 10353 9625 1925 10353 11341 1602 14465 2222 8643 2885 7713 7033 8620 3848 9867 7348 10669 11488 9485 10944 5214 4281 2122 6868 4281 10222 14724 8211 9846 15259 313 7332 5300 10336 14373 10416 15262 15392 983 13047 10058 8369 10222 4406 14241 481 3656 15624 5810 6868 8178 2122 732 5467 5152 10534 11791 8367 1951 10222 15675 3121 4410 2151,0,celebrity
4780 9412 8288 9889 3833 3043 5157 6863 7570 9530,1,crime
10891,0,"Meme, TikTok and others"
8430 13312 5320 12570 2725 5460 14859 8454 13312 11458 3544 1479 5460,1,politics
2801 9334 2675,0,"Meme, TikTok and others"
2848 9142 15095 15095 11624 5931 10336 8143,0,entertainment
1591 11150 1819 3150 1269 13135 3869 4008 12118 4582,1,religion
1325 12770 12586 14522 4616 1790,0,entertainment
6697 1429 741 13430 11653 12962 741 741 3316 6451 4567 5179 12654 10443 9154 447 447,1,celebrity
10486 13990 13990 10486,0,crime
11150 1819 13547 9029 12118 549 6766,1,entertainment
9408 15836 12855 1362 15725 6339 13547 1960 3760 6995 5182 3644 10226 14988 13047 4194 12621 2216 6991 10774 8510 13934 6788 12888 10147,1,entertainment
9667 14192 430 3360 741 15788 8510 14192 11968 4446 14440 9154 6158,1,entertainment
13785 6842,0,"Meme, TikTok and others"
5197 2368 5057 979 5413 14613 15782 13423 2346 9479 14334 9558 14072,1,entertainment
10570 6488 3968,1,celebrity
9467 1069 12118 5967 4725 2936 7138 5788 5933 3567,1,religion
3263 6910 4012 4669 11443 8414 1790 5069 12508,1,celebrity
5460 458 5501 15525 11657,1,crime
10036 9757 2481 283 2425 15173,1,entertainment
5197 755 15721 831 8548 831 13547 12833 7025 6754 11607 9150 10442 14098 15450 3789 5197 2368,1,entertainment
10336 2844 10486 3564 3564 11281 2882 8365 2519 9128 7844 13673 11033,0,crime
3496 4857 14566 5980 5768 2289 13165 12512,1,entertainment
1269 509 5684 11736,0,crime
1531 3318 6540 3739 4113 12196 3540 6282,0,crime
6393 12962 5460 741 8034,1,religion
738 12562 13163 15194,0,"Meme, TikTok and others"
7561 1819 2583 13944 12807 12691,1,politics
15584 1106 246 14104 14331 12826,0,politics
6171 11198 350,0,religion
10005 2736 1819 1527 7752,1,religion
7078 14135 446 4461 3688 7230 10434,0,entertainment
5808 1277 464 9871,0,"Meme, TikTok and others"
7590 5681 2025,0,sports
14636 14859 8211 13279 12873,1,celebrity
7350 3300 14940 7570 13954 13947 15533 14836 1055 13857 11481 1994 5754 13340 14981 4829 15895 9832 13696 9334,0,religion
2636 9639 246 11441 11044 7791 15782 9718 7791 4357,1,entertainment
2177 6413 6158 6661 13047 14635 3728,1,crime
9588 7078,0,crime
2302 8547 5763 7497,0,crime
495 9106 11778 2615 9072 1790 6158 13134 9334 1790,1,politics
2801 13985 12691 10336 2882 7998 3253,1,"Meme, TikTok and others"
4736 14256 9359 3082,1,"Meme, TikTok and others"
2633 13983 8734 1898 10227 15952 11150 12607 3169 13934 13983 7230 3509 369 967 1888 14676 3095 6072 11228 11884 1429 7138 10246 14378 967 9932 7138 5039 967 13138 10965 2753 7503 13934 9004 10426 13047 7570 10246 15362 13065 6736 9264 13934 14964 13983 8929 10240 11506 7230 15144 554 13346 11687,1,"Meme, TikTok and others"
580 1288 9566 8267 11044 14440 9558 1819 9115 10768 5348 13496 15913 540 1288 11161 5998 13348 11953 1288 11196,1,sports
15883 15883 3977 10884 15788 10884 14859 13413 6991 5166 5302 79 11825 6136 3379 4939,0,"Meme, TikTok and others"
6583 11537,0,sports
6590 3602 10676 4331 14 3363 4725 6445 11383 10875 3657 1512 15924 2579 4331 12743 14098 39 5693 6151,0,crime
5544 1819 10993 11659 14133 10263 4331 4284 14724 6608,1,entertainment
12519 5987 5925 9150,1,"Meme, TikTok and others"
10993 13047 12328 392 8249 13047 12613 3268 5068 1661 392 13150 12798 2383 8143 392 11030 3936 6920 14154 7584 6540 3268 4331 794 11030 8249 4284 392 6991,1,entertainment
1145 6966 10178 9334 7248 4659 13172 10180,0,sports
2125 11624 3439 4829 3439 10620 2125 10336 8143 7229,0,religion
1646 509 10575 6829 6829 6023,1,politics
15075 11952,1,sports
3454 15814 15247 11150 10336 908,1,sports
6409 9467 5813 13101,1,religion
3043 8143,1,"Meme, TikTok and others"
9616 11182 11378 13225 15405 14072 12019 8563 741 10570 7667 6476 13430 12705 3446 14088 13811 7560 9281 15096 9264 15742 12004 11653 15197 7120 8967 5467 3535 1456 15042 15836 153 8580 12654 14731 6576 9775 4987 11378 11242 14914 48 14192 3894 10983 14214 797 15189 9715,1,celebrity
894,1,entertainment
11101 2502 9317 939,1,religion
6248 9285 11120 6026 5841 4767 1429,1,celebrity
3541 14175 15924 7682 337 461 9467 12828,1,religion
14836 13048,0,sports
3253 15436 509 15072 6900 4085 12968,0,celebrity
6158 13496 6158 10443 14072 6997 9474 9413,1,crime
6158 15952 12118 12522 1790 6540 3910 406 1790,1,crime
8815 549 15600 2418 7231 11802 5187 492 15600 4717 401,0,politics
14752 5069 836 12622 12220 14355 7842 8408 5171 7828 12779 12104 8408 2576 7447 2126 5161 2126 1510,1,crime
11074 6727 6950 3761 5166 6831 3253 13047 193 11624 9059 10741 1343 708 11290 14635 8843 261 11031 7464 10956,0,religion
13430 10366 9966 8586,0,crime
9479 7203 12857 11618,0,religion
5744 3415 15565 5744 1461 1958,1,entertainment
939 5368 7231 7627,1,politics
5642 2882,1,religion
10005 8145 601 1103 13047 13017 13454 1511 3782 8190 11138 5715 13562 1343,1,sports
7249 14161 13680 7664 9535 6540 15319 2859 13335 11066 4096 5348 7844 7631 4826 10993 11117 6540 15319 13142 14207 11321 8358 1174 5786 1904 14440,1,entertainment
11376 6844 14224 11644 6568 9734,1,sports
4626 4936 1870 9056 3964 10254 11067 10441 4353 3137 14057 2169 4936 5090 15558 13384 10504 6782 2178 13990 8369 5489,0,crime
4796 1944 9089 7230 9886,1,"Meme, TikTok and others"
4818 15887 13047 11963 5368 11150 1077 261 4589 13534 261,1,politics
14793 10263 12233 6227,0,politics
11383 8906 12470 4331 12322 6639 14440 10626 10069 13047 2875 10336 8797 8358,1,crime
2750 7078 4438 11827 15312 12026 9479 8368 2750,0,politics
12425 4079 270 12563 6665 13359 7546 9275,0,entertainment
14837 12118 6766 9150 6571 1819 3535 8404 6026 15624 8177,1,sports
8410 11150 1077 5501 8432 3484 2602 5501,1,crime
10903 9321 5502 11543 13225,0,religion
8410 5197 14994 6339 7231 15836 11730 10853 10005 9739 10486 320 9501 13324 8373 13990 4635 12918 11730 13324 9004 13990 4635,0,sports
9449 5569 2991,0,"Meme, TikTok and others"
26 7138 340 924 3253,1,entertainment
8584 10639 11759,0,politics
15021 13387 10486 4617 13990 5501 10681,0,crime
9089 13695 1137,0,religion
14793 3253 1145,0,sports
9873 4012 6688 10062 1245 1468 6540 2113 10972,0,crime
2610 1077 12118 11630,1,religion
6171 11588 4635,0,"Meme, TikTok and others"
9220 15293 8547 2642 9264 11044 15441 6194 4919 11242 4141 14183 4328 9805 9922 9777 9713 6386 1188,0,celebrity
4669,0,celebrity
6457 6786 15603 7230 3855,0,sports
15913 7272,0,politics
6171 2157 9928 7263 9459 6171 13990 1009 12487,1,"Meme, TikTok and others"
15893 7667 13463 9982 8354,1,celebrity
10486 6823 11343 12807 11273 14713 4717 6845 14067 5511 14915 12750 5511 10486 1142 7231 12183 12198 7231 3998,0,politics
14055 15967 14187 3495 1361 10562,0,"Meme, TikTok and others"
4556 15836 14072 14724 6068 11693 12038 10165 13623 5822 10419 7779 11687 15600 13047 7570 8214 10060 13564 10486 4752 458 15650 1530 7570 580 6393 8871 8510 12888 1416 939 2882,1,religion
7078 6991 10087 15811 1138 7883 10246 8150 509 1635 8695 14321 5460 15603,1,"Meme, TikTok and others"
15721 13047 11653 1147 4482 5900 13430 15603 10570 3894 14724 12118 5238 9150,1,entertainment
5114 11113 9150,0,"Meme, TikTok and others"
8312 3253 6394 14885 4331 2541 8240 13047,1,crime
13430 1824 5243 10693 10347 13441 10676 11150 1819 11168 8373 9089 14951 7483 4752 9236 10590 7714 3602 2262 10536 6782 8714 1790 9089 6205 7684 1661 15161 3389 1558 1562 10958 11607 1790,1,crime
14826 3043 13047 12049 12744,1,sports
9225 8872 5293,1,celebrity
1026 8708 11424 8229 12564 4068 10336 10135 10029 15500 8254 4536 15623 4496 12129 5195 15782 8076 6072 13578 14629 6321,0,celebrity
5238 410 13173 3739 2392,0,crime
143 233 7902 6966 6873 4279 7327 9049 10730 7358 10031 3253 5243 139 11968 3142,1,entertainment
15896 9242 119 6880 13934,0,politics
1429 13047 13922 1819 1429 1351 273 9485 4280 8423 3498 7217 7844 3494 9738,1,religion
2085 15418 13929 3689 1283 8962 13151 8231 12888 8586 9863 12183 11044 15651 6979 2953 11489 9966 918 8055 14705 2170 13883 2085 15418 13929 3689 1283 8962 13151 8231 15722 13821 15600 8822 4351 12428 6428 1386 4108 618 14694 12025 521 91 14720 2085 15418 13929 3689 1283 8962 13760,0,politics
2357 12613 6959 261 464 14981 12613 699 15603 699 699,0,entertainment
7078 8151 8753 5605 12823,0,sports
12118 9608,0,religion
9840 1819 5501,1,"Meme, TikTok and others"
7995 5984 688,0,celebrity
5197 14075 15913 13329 193 7570 866,1,crime
14534 15807 11874 2369 1377,0,religion
14055 11150 1819 5764 8459 14055 15063 12817 30 15080 3714 741 15603 9101 2882,1,"Meme, TikTok and others"
14016 4810 15913 4331 11968 13430 3568 3142 1086 1126 13047 7389,1,crime
3253 8303,0,"Meme, TikTok and others"
8585 3228 5187 8487 14577,0,politics
6737 6665 10671 595 1790 741 8414 3777 14569 14135 2828 3146 15782 2791 13328 4520,0,celebrity
14066 15721 7490,0,entertainment
5407 15353 15353 5218 2942 261 9938 1712 11294 13504 7530 971 6806 10189 13099 11885 2899 1501 1587 2127 3193 6711 14923,0,sports
5871 14327 2985 4718 14767 14981 1397 2382 15095 495 2563 15065 1554 9478,0,politics
13547 5460 15952 10559 14724 6679 8315 7843 3043 5460,1,"Meme, TikTok and others"
7962 11543 12519 12118 12522,0,religion
12118 11849 15836 7754,1,crime
10649 10005 11678,1,sports
11169 11980 5501 5289 7883 6279 14954 995 4284,0,crime
6158 7007 5320 1351 7007 13065,1,"Meme, TikTok and others"
14296 11299 11299 10473 12930 13773 5622 15836 11730 5599 12613 2201 12613 13322 14296 6158 5291 13637,1,crime
1429 430 7138 2,1,entertainment
11536 2411 1429,0,politics
6512 13990 14371,1,crime
14066 2942 1591 4306 7231 2198 14739 767 6408 8055 11172 9459 7793 8006 14980 3729 5813 15788,0,entertainment
7138 10336 14520 2882 11364,0,"Meme, TikTok and others"
13061 14901 11601 2729 857 8104 1874 2406 10653 12650 15085 13061 11622 445 3358 12325 627 12216 5680 10776 13645 4798 8104 14758,0,celebrity
3541 5513 2500 7564 15316 9033 7962 7994 3374 10868 14378 967 9810 2317 800 13423 14580 167 6959 13047 7229,1,religion
11927 15302 11150 7322 10336 170 6433 1819,1,religion
11693 12198 13954 9732 1432 9615 631 9912 831 3301 13547 15096 15673 2500 7726 931 2338 14753 9734 4690 14981 2500 2500 13547 12134 11343 12198 7231 8183 2942 3068 946 6971 138 7231 13482 13547 1541 10043 3281 13187 12197 14323 14699 15588 9155 13651 9021 7138 8510 3872 14303 831 7800 11498 3442 12470 2354 1365 15261 15096 9236 10609 2171 8773 2113 7570 4290 9021 1591 246 15004 7890 14981,0,politics
13796,0,"Meme, TikTok and others"
11624 3253 1343,0,entertainment
13789 3136 4287 11930,0,entertainment
1542 3624 15341 3589 1154 14201 12824 7231 6766 9355 13819 2204 15252 2085 10544 7231 2549 9334 4853 7010 1790,0,celebrity
5460 1635 8695 12821,1,"Meme, TikTok and others"
4133 8143 7229 4930 9701 5467 2580,0,politics
3615 10568 13247,0,religion
12519 5501 13496 7791,1,crime
9049 12169 217 2330 9590,0,sports
1026 301 9645,1,celebrity
7016 6231,0,entertainment
10766 14676 1343 13352 1362 6109,0,celebrity
12230 11904 4854 4085 3433 2763 3184 3931 2698 13766 429 10336 8568 5004 7240 4485 11441 8981 2959 7622 2046 13588,0,celebrity
12483 6831 14436 15894 12342 2650,0,celebrity
1026 4489 6238 12322 9381,0,celebrity
13401 1863 1863 1343,0,sports
920 2259 12552 4717 15603,1,crime
11150 9435 6766 11891 3043 11499 3843 2519 3084,1,religion
14440 15809 11826,1,"Meme, TikTok and others"
2731 14522 8443 13949 2704 8189 8957 715 12498 13263 7116 7116 8772,0,entertainment
1591 318 8038 464 14826 13047 26 7037 6158 13047 12432 7247 12855,1,sports
