sentence,hate,category
অনজু আফা আপনাকে স্বাগত জানাচ্ছি যে এই সব ছবির জন্য ধন্যবাদ জানাচ্ছি এবং ভিন বাজুনর জন্য আমি ডুবাই থেকে বুলবুল ফোন নাম্বার 00971529576350 ও ইমেইল আইডি ইমু ও ওয়াটসব,0,entertainment
পাপনকে পাছায় লাথি মেরে বাহির করে দেওয়া হোকসালা খানকির বাপ,1,sports
এই ক্যাসিনোখোরকে আজীবন নিষিদ্ধ করা হোক,1,sports
খানকির পোলা আজাইরা তোর আজাইরা ভিডিও গুলো ভালো লাগেনা ছাগলের তিন নাম্বার বাচ্চার মতো লাফাস🤣🤣,1,religion
জুতা মাইরা কপালের চারা ফাটাইয়া ফালানোর দরকার আবাল চুদা বিচারক,1,entertainment
এই মাগি কে কেনো পাশি দেউয়া হয় না,1,crime
এই সব কুত্তার বাচ্চারা এধরনের কাজ করার পর সমাজে বাস করে কি ভাবে মরা উচিৎ এদের ।,1,crime
কানকী ম্যাগী এটা কি চ্যালেন,1,"Meme, TikTok and others"
বেগম খালেদাজিয়া বাংলাদেশের কোটি মানুষের হৃদয়ের স্পন্দন তার সাথে কাদেরের তুলনা চলেনা।,0,politics
ভাই ও বোনেরা হুরাহুরি করবেন না! সবাই সিরিয়ালে দাড়ান....,0,celebrity
হালার পুত সোনার ভিডিও বানাইছোস কোনো কিছুর সাথে মিল নাই।,1,crime
তোদের চোদে কিডা ওসুধের বুল্লিনে তোর আর এক ভাতার বলবে,1,"Meme, TikTok and others"
তোমার ভিডিও দেখার অপেক্ষায় থাকি সবসময়,0,politics
প্রিয় গানের তালিকায় আসমানী পিরীত গানটা আজ যুক্ত হলো<br />২০১৯ সালের সেরা গান,0,entertainment
বালের সো।,1,entertainment
হিরু হওয়ার সখ মিটিয়ে দিছে😂 বেশির ভাগ অভার স্মার্ট হিজড়ে টাইপের😃 আমিই হয়তো একমাত্র ব্যক্তি যে মাসুদ রানা কে তাই জানি না😕 এই হোগার পোলারে গার্লফ্রন্ডের সাথে ফোনে কথা বলাতেই দিলো আরেকটারে দিল গালফেন্ডের বিয়ে হয়ে গেছে বলে,1,entertainment
